title,price,link,store,category,query,brand_or_model,model,suffix
"موبايل سامسونج جالاكسي A05 LTE بشريحتي اتصال بذاكرة رام 4 جيجا وذاكرة تخزين 128 جيجابايت، فضي، ضمان لمدة عام/إصدار محلي",5999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0CP46RXFK/ref=sr_1_19,Amazon,mobiles,samsung,سامسونج,A05,
"موبايل سامسونج جالاكسي A35 الجيل الخامس 5G، موبايل ذكي يعمل بنظام أندرويد، مزود بشريحتين اتصال، ذاكرة رام 8 جيجابايت، ذاكرة تخزين 256 جيجابايت، لون ايس بلو رائع، إصدار محلي",17450,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0CX9651RT/ref=sr_1_20,Amazon,mobiles,samsung,سامسونج,A35,
"موبايل سامسونج جالكسي A36 شبكة الجيل الخامس 5G، ذاكرة الوصول العشوائي 8 جيجابايت، التخزين الداخلي 256 جيجابايت، لون أبيض",17550,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%A7%D9%84%D8%B9%D8%B4%D9%88%D8%A7%D8%A6%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A/dp/B0F499JKLT/ref=sr_1_21,Amazon,mobiles,samsung,سامسونج,A36,
موبايل سمارت سامسونج جالاكسي A05 LTE بشريحتين اتصال يعمل بنظام أندرويد وذاكرة رام 4 جيجابايت وذاكرة تخزين 128 جيجابايت - ضمان لمدة عام/إصدار محلي,5999,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CP47R6YF/ref=sr_1_22,Amazon,mobiles,samsung,سامسونج,A05,
موبايل سامسونج جالاكسي A34 بشريحتين اتصال وبنظام اندرويد وذاكرة رام 8 جيجابايت وذاكرة تخزين 128 جيجابايت بلون ليموني رائع,13990,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0BXNWFS19/ref=sr_1_23,Amazon,mobiles,samsung,سامسونج,A34,
"موبايل سامسونج جالاكسي A55 شبكة الجيل الخامس 5G، اندرويد، ذاكرة رام 8 جيجا، تخزين 128 جيجا، أزرق ثلجي، سامسونج جالاكسي A56 5G، هاتف ذكي اندرويد، ذاكرة تخزين 128 جيجا، ذاكرة رام 8 جيجا، رمادي فاتح",40195,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C/dp/B0F9YTPQCK/ref=sr_1_29,Amazon,mobiles,samsung,سامسونج,A55,
موبايل سامسونج جالاكسي S23 الترا بذاكرة رام 12 جيجا ذكي يعمل بنظام اندرويد بشريحتين اتصال لون أسود فانتوم,47950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0BSLBMCB2/ref=sr_1_34,Amazon,mobiles,samsung,سامسونج,S23,
موبايل سامسونج جالاكسي Z فولد 5 قابل للطي ذكي يعمل بنظام اندرويد ذاكرة رام 12 جيجابايت - تخزين 512 بلون كريمي نسخة الإمارات العربية شريحتين,69950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CC9X8B6K/ref=sr_1_35,Amazon,mobiles,samsung,Apple,5,
موبايل سامسونج جالاكسي A55 الجيل الخامس 5G ذكي بلون ليموني رائع وموبايل سامسونج جالاكسي A56 الجيل الخامس 5G بلون رمادي فاتح رائع يعملان بنظام أندرويد بذاكرة رام 8 جيجابايت وسعة تخزين 128 جيجابايت,40195,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D9%88%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0F9YVJC87/ref=sr_1_37,Amazon,mobiles,samsung,سامسونج,A55,
"جوال سامسونج جالكسي ايه 16 ال تي اي، ثنائي شرائح الاتصال، ذاكرة رام 6 جيجا، تخزين 128 جيجا، اسود (ضمان محلي لمدة عام)",7839.99,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D9%83%D8%B3%D9%8A-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0DMFBQL5M/ref=sr_1_3,Amazon,mobiles,galaxy,سامسونج,A16,
"موبايل سامسونج جالاكسي A05s، هاتف ذكي يعمل بنظام اندرويد، بشريحتين اتصال، ذاكرة RAM سعة 6 جيحا، - تخزين 128 جيجا، أسود - ضمان لمدة عام/إصدار محلي",5890,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0CP45ZGRK/ref=sr_1_5,Amazon,mobiles,galaxy,سامسونج,A05S,
سامسونج جوال جالكسي ايه 16 ال تي اي هاتف ذكي يعمل بنظام اندرويد ثنائي شرائح الاتصال ذاكرة رام 4 جيجا تخزين 128 اسود ضمان محلي لمدة عام,7009,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D9%83%D8%B3%D9%8A-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84/dp/B0DM1S54MZ/ref=sr_1_7,Amazon,mobiles,galaxy,سامسونج,A16,
"موبايل سامسونج جالاكسي M55 شبكة الجيل الخامس 5G يعمل بنظام أندرويد بشريحتي اتصال وذاكرة رام 8 جيجابايت وسعة تخزينية 256 جيجابايت، لون أسود، ضمان لمدة عام/إصدار محلي",15899,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DNMLZBW9/ref=sr_1_8,Amazon,mobiles,galaxy,سامسونج,M55,
سامسونج جوال جالكسي ايه 16 ال تي اي هاتف ذكي يعمل بنظام اندرويد ثنائي شرائح الاتصال ذاكرة رام 6 جيجا تخزين 128 اخضر فاتح ضمان محلي لمدة عام,7824.99,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D9%83%D8%B3%D9%8A-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84/dp/B0DMF6PP81/ref=sr_1_11,Amazon,mobiles,galaxy,سامسونج,A16,
"موبايل سامسونج جالاكسي A16 LTE، موبايل يعمل بنظام أندرويد بشريحتين اتصال وذاكرة رام 6 جيجا، السعة التخزينية 128 جيجا، لون رمادي",8080,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86%D9%8A%D8%A9/dp/B0DMF3ZYBQ/ref=sr_1_13,Amazon,mobiles,galaxy,سامسونج,A16,
"جوال سامسونج جالكسي ايه 35 الجيل الخامس 5G، ثنائي شرائح الاتصال، ذاكرة RAM 8GB، تخزين 256GB، لون كحلي رائع، كفالة لمدة عام اصدار محلي",17550,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D9%83%D8%B3%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C-256GB%D8%8C/dp/B0CX979RHS/ref=sr_1_15,Amazon,mobiles,galaxy,سامسونج,A35,
"موبايل سامسونج جالاكسي A05 LTE بشريحتي اتصال بذاكرة رام 4 جيجا وذاكرة تخزين 128 جيجابايت، فضي، ضمان لمدة عام/إصدار محلي",5999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0CP46RXFK/ref=sr_1_17,Amazon,mobiles,galaxy,سامسونج,A05,
موبايل سمارت سامسونج جالاكسي A05 LTE بشريحتين اتصال يعمل بنظام أندرويد وذاكرة رام 4 جيجابايت وذاكرة تخزين 128 جيجابايت - ضمان لمدة عام/إصدار محلي,5999,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CP47R6YF/ref=sr_1_20,Amazon,mobiles,galaxy,سامسونج,A05,
"موبايل سامسونج جالكسي S23 FE 5G ثنائي الشريحة يعمل بنظام أندرويد، ذاكرة وصول عشوائي 8 جيجابايت، ذاكرة قراءة فقط 256 جيجابايت - رمادي - ضمان لمدة عام/إصدار محلي",30999,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%A7%D9%84%D8%B4%D8%B1%D9%8A%D8%AD%D8%A9-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CJXPW2GD/ref=sr_1_21,Amazon,mobiles,galaxy,سامسونج,S23,
"موبايل سامسونج جالكسي A36 شبكة الجيل الخامس 5G، ذاكرة الوصول العشوائي 8 جيجابايت، التخزين الداخلي 256 جيجابايت، لون أبيض",17550,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%A7%D9%84%D8%B9%D8%B4%D9%88%D8%A7%D8%A6%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%A7%D9%84%D8%AA%D8%AE%D8%B2%D9%8A%D9%86-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A/dp/B0F499JKLT/ref=sr_1_23,Amazon,mobiles,galaxy,سامسونج,A36,
موبايل سامسونج جالاكسي S23 الترا بذاكرة رام 12 جيجا ذكي يعمل بنظام اندرويد بشريحتين اتصال لون أسود فانتوم,47950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0BSLBMCB2/ref=sr_1_26,Amazon,mobiles,galaxy,سامسونج,S23,
موبايل سامسونج جالاكسي S23 الترا بذاكرة رام 12 جيجا ذكي يعمل بنظام اندرويد بشريحتين اتصال لون أسود فانتوم,47950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0BSLBMCB2/ref=sr_1_27,Amazon,mobiles,galaxy,سامسونج,S23,
موبايل سامسونج جالاكسي Z فولد 5 قابل للطي ذكي يعمل بنظام اندرويد ذاكرة رام 12 جيجابايت - تخزين 512 بلون كريمي نسخة الإمارات العربية شريحتين,69950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CC9X8B6K/ref=sr_1_28,Amazon,mobiles,galaxy,Apple,5,
موبايل سامسونج جالاكسي A34 بشريحتين اتصال وبنظام اندرويد وذاكرة رام 8 جيجابايت وذاكرة تخزين 128 جيجابايت بلون ليموني رائع,13990,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0BXNWFS19/ref=sr_1_31,Amazon,mobiles,galaxy,سامسونج,A34,
"موبايل سامسونج جالاكسي A55 شبكة الجيل الخامس 5G، اندرويد، ذاكرة رام 8 جيجا، تخزين 128 جيجا، أزرق ثلجي، سامسونج جالاكسي A56 5G، هاتف ذكي اندرويد، ذاكرة تخزين 128 جيجا، ذاكرة رام 8 جيجا، رمادي فاتح",40195,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF%D8%8C/dp/B0F9YTPQCK/ref=sr_1_33,Amazon,mobiles,galaxy,سامسونج,A55,
موبايل سامسونج جالاكسي A55 الجيل الخامس 5G ذكي بلون ليموني رائع وموبايل سامسونج جالاكسي A56 الجيل الخامس 5G بلون رمادي فاتح رائع يعملان بنظام أندرويد بذاكرة رام 8 جيجابايت وسعة تخزين 128 جيجابايت,40195,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D9%88%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0F9YVJC87/ref=sr_1_35,Amazon,mobiles,galaxy,سامسونج,A55,
هاتف بورا 70 256 جيجا/12 جيجا رام ثنائي شرائح الاتصال - أسود,58850,https://www.amazon.eg/%D9%87%D8%A7%D8%AA%D9%81-%D8%A8%D9%88%D8%B1%D8%A7-%D8%AB%D9%86%D8%A7%D8%A6%D9%8A-%D8%B4%D8%B1%D8%A7%D8%A6%D8%AD-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84/dp/B081X7L2WG/ref=sr_1_4,Amazon,mobiles,huawei,Unknown,70,
هواوي جي تي 3 برو 43 ملم اليجانت,14999,https://www.amazon.eg/%D9%87%D9%88%D8%A7%D9%88%D9%8A-%D8%AC%D9%8A-%D8%A8%D8%B1%D9%88-%D9%85%D9%84%D9%85-%D8%A7%D9%84%D9%8A%D8%AC%D8%A7%D9%86%D8%AA/dp/B0B18P6NQY/ref=sr_1_5,Amazon,mobiles,huawei,هواوي,3,برو
"موبايل بورا 70 الترا شبكة الجيل الرابع من هواوي، 512 جيجا/16 جيجا ثنائي شرائح الاتصال، أخضر",74500,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D9%87%D9%88%D8%A7%D9%88%D9%8A%D8%8C-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0D37N3NV6/ref=sr_1_7,Amazon,mobiles,huawei,هواوي,70,
"موبايل X9c ذاكرة رام 12 جيجابايت 256 جيجابايت مع شريحتين اتصال تيتانيوم وشبكة الجيل الخامس 5G من هونر، لون أرجواني",16999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%AA%D9%8A%D8%AA%D8%A7%D9%86%D9%8A%D9%88%D9%85-%D8%A3%D8%B1%D8%AC%D9%88%D8%A7%D9%86%D9%8A/dp/B0DMSGL44P/ref=sr_1_8,Amazon,mobiles,huawei,Unknown,X9C,
"موبايل سامسونج جالاكسي M55 شبكة الجيل الخامس 5G يعمل بنظام أندرويد بشريحتي اتصال وذاكرة رام 8 جيجابايت وسعة تخزينية 256 جيجابايت، لون أسود، ضمان لمدة عام/إصدار محلي",15899,https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0DNMLZBW9/ref=sr_1_10,Amazon,mobiles,huawei,سامسونج,M55,
"موبايل ذكي اورا TA-1631 DS 4 جيجابايت/128 جيجابايت NENA2 شريحتين اتصال، مقاس 6.56 بوصة، أخضر من اتش ام دي، نينا 2",4910.4,https://www.amazon.eg/TA-1631-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-%D8%A7%D8%AA%D8%B4-%D8%A7%D9%85/dp/B0D7ZSL3GG/ref=sr_1_11,Amazon,mobiles,huawei,Unknown,1631,
"موبايل سامسونج جالاكسي ايه 55 الجيل الخامس 5G، ثنائي شرائح الاتصال، ذاكرة رام 8 جيجا، تخزين 128 جيجا، كحلي رائع - ضمان لمدة عام / اصدار محلي",19999,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C/dp/B0CX95PRMC/ref=sr_1_12,Amazon,mobiles,huawei,سامسونج,A55,
"شاومي 14T برو 12GB RAM 512GB ROM، اسود تيتان",38950,https://www.amazon.eg/%D8%B4%D8%A7%D9%88%D9%85%D9%8A-14T-12GB-512GB-%D8%AA%D9%8A%D8%AA%D8%A7%D9%86/dp/B0DGLS97Y7/ref=sr_1_13,Amazon,mobiles,xiaomi,شاومي,14T,برو
موبايل ريدمي A5 بذاكرة رام 4 جيجابايت وذاكرة داخلية 128 جيجابايت من شاومي - أزرق,4950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A8%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D9%88%D8%B0%D8%A7%D9%83%D8%B1%D8%A9-%D8%B4%D8%A7%D9%88%D9%85%D9%8A/dp/B0F48736PW/ref=sr_1_14,Amazon,mobiles,xiaomi,شاومي,A5,
موبايل شاومي بوكو C65 8-256 - لون أزرق,7880,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B4%D8%A7%D9%88%D9%85%D9%8A-%D8%A8%D9%88%D9%83%D9%88-C65-8-256/dp/B0CMRWYF9P/ref=sr_1_18,Amazon,mobiles,xiaomi,شاومي,C65,
"موبايل بوكو X6 برو شبكة الجيل الخامس 5G، ثنائي شرائح الاتصال، رمادي، ذاكرة رام 12 جيجابايت وذاكرة 512 جيجابايت - إصدار عالمي",19950,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%8C-%D8%B1%D9%85%D8%A7%D8%AF%D9%8A%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CPXZHT66/ref=sr_1_23,Amazon,mobiles,xiaomi,بوكو,X6,برو
ريدمي نوت 13 برو + شبكة الجيل الخامس 5G اسود فيوجن ذاكرة رام 12 جيجابايت تخزين 512 بشريحتين,21550,https://www.amazon.eg/%D8%B1%D9%8A%D8%AF%D9%85%D9%8A-%D8%A7%D9%84%D8%AC%D9%8A%D9%84-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86/dp/B0CRQ8R766/ref=sr_1_24,Amazon,mobiles,xiaomi,ريدمي,13,نوت
"موبايل ريدمي نوت 13 برو + شبكة الجيل الخامس 5G (أرجواني فيوجن، ذاكرة رام 12 جيجابايت، ذاكرة روم 512 جيجابايت)",21500,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D8%AF%D9%85%D9%8A-%D8%A3%D8%B1%D8%AC%D9%88%D8%A7%D9%86%D9%8A-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B0CRQ8874B/ref=sr_1_28,Amazon,mobiles,xiaomi,ريدمي,13,نوت
موبايل سمارت من ايكو A6 2022 1+32 جيجا شبكة الجيل الثالث 3G- مقاس 5.5 بوصة- رمادي,1645.78,https://www.amazon.eg/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D9%85%D8%A7%D8%B1%D8%AA-A6-%D8%A7%D9%84%D8%AC%D9%8A%D9%84-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB/dp/B0BFP596D3/ref=sr_1_41,Amazon,mobiles,xiaomi,Unknown,A6,
